Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,5850,6610,5850,6610,5196.753906,922400
2000-01-05,6700,7400,6520,7100,5581.989746,3416300
2000-01-06,7000,7090,6400,6540,5141.719727,1237100
2000-01-07,6650,6840,6520,6520,5125.996094,994900
2000-01-10,6600,6770,6250,6280,4937.30957,1078700
2000-01-11,6100,6480,6100,6300,4953.033691,1280400
2000-01-12,6300,6400,6150,6180,4858.689453,750500
2000-01-13,6310,6640,6150,6350,4992.342773,1179800
2000-01-14,6500,6570,6110,6170,4850.828613,860000
2000-01-17,6170,6250,6010,6100,4795.794434,802300
2000-01-18,6200,6250,5940,6000,4717.175293,1115400
2000-01-19,5990,5990,5610,5610,4410.557617,1103300
2000-01-20,5600,5600,5120,5450,4284.767578,928100
2000-01-21,5280,5930,5150,5580,4386.972656,1442900
2000-01-24,5510,5950,5400,5750,4520.625488,1297200
2000-01-25,5780,5780,5410,5410,4253.320313,735000
2000-01-26,5500,5680,5360,5530,4347.662598,800900
2000-01-27,5650,6270,5610,6200,4874.412598,2214800
2000-01-28,6150,6200,5910,6030,4740.760742,1295400
2000-01-31,6020,6390,5900,6230,4898,1607300
2000-02-01,6300,6390,6050,6100,4795.794434,1127400
2000-02-02,6140,6690,6020,6490,5102.411133,2353900
2000-02-03,6600,6640,6370,6450,5070.962891,1621300
2000-02-04,6450,6450,6450,6450,5070.962891,0
2000-02-07,6500,6600,6380,6500,5110.272461,1601000
2000-02-08,6610,6940,6520,6590,5181.029297,1761700
2000-02-09,6500,6620,6110,6140,4827.241699,1144400
2000-02-10,5980,6000,5650,5650,4442.006348,1342500
2000-02-11,5550,5850,5500,5500,4324.078125,1099200
2000-02-14,5400,5440,5100,5100,4009.598145,1170100
2000-02-15,5000,5340,4920,5090,4001.737061,1053100
2000-02-16,5150,5280,5000,5150,4048.908203,906000
2000-02-17,5150,5240,5000,5150,4048.908203,970000
2000-02-18,5150,5150,4890,4900,3852.358887,1424800
2000-02-21,4655,4800,4210,4400,3459.26123,1578600
2000-02-22,4220,4350,4030,4150,3262.713135,2118000
2000-02-23,4350,4770,4165,4700,3695.120361,2117500
2000-02-24,4400,4580,4250,4250,3341.332275,1077300
2000-02-25,4100,4480,4060,4300,3380.641846,1474800
2000-02-28,4060,4200,4060,4065,3195.88623,1050900
2000-02-29,4115,4290,4000,4070,3199.81665,1647700
2000-03-01,4070,4070,4070,4070,3199.81665,0
2000-03-02,4180,4340,4100,4245,3337.401367,1840400
2000-03-03,4300,4330,4075,4090,3215.540039,1464300
2000-03-06,4195,4700,4110,4700,3695.120361,3094600
2000-03-07,4900,5130,4700,4760,3742.291504,2714500
2000-03-08,4510,4990,4370,4890,3844.497314,1871800
2000-03-09,4900,5000,4725,4810,3781.602051,1530300
2000-03-10,4710,4950,4550,4555,3581.121826,1271900
2000-03-13,4550,4550,4315,4330,3404.227295,1231300
2000-03-14,4380,4460,4280,4310,3388.503906,891100
2000-03-15,4320,4640,4320,4350,3419.95166,1218700
2000-03-16,4510,4600,4300,4350,3419.95166,827500
2000-03-17,4470,4630,4410,4480,3522.157471,1331200
2000-03-20,4500,4640,4400,4465,3510.364258,1128600
2000-03-21,4400,4430,4300,4345,3416.020508,780700
2000-03-22,4350,4530,4330,4445,3494.639893,1172300
2000-03-23,4520,4920,4500,4750,3734.43042,3351500
2000-03-24,4750,4800,4560,4600,3616.500244,1106800
2000-03-27,4500,4500,4350,4400,3459.26123,1587500
2000-03-28,4400,4450,4350,4350,3419.95166,1250400
2000-03-29,4350,4400,4170,4180,3286.29834,1443200
2000-03-30,4210,4260,4120,4170,3278.437012,1029700
2000-03-31,4160,4160,4070,4070,3199.81665,827000
