Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,3737.73999,4046.840088,3661.659912,3851.870117,2666.708252,197145699
2000-01-05,3804.320068,3918.449951,3614.100098,3732.98999,2584.405762,186396333
2000-01-06,3761.52002,3899.429932,3281.219971,3423.889893,2370.411377,184079807
2000-01-07,3709.209961,3775.780029,3523.75,3614.100098,2502.096436,256406581
2000-01-10,3756.76001,3842.360107,3709.209961,3785.300049,2620.620605,988218404
2000-01-11,3785.300049,3804.320068,3528.5,3557.040039,2462.592773,405010694
2000-01-12,3514.23999,3514.23999,3328.780029,3328.780029,2304.564453,310301665
2000-01-13,3281.219971,3371.580078,3091.01001,3091.01001,2139.953125,373023562
2000-01-14,3186.120117,3205.139893,3052.959961,3138.560059,2172.872559,265682779
2000-01-17,3138.560059,3224.159912,3043.449951,3081.5,2133.369873,338293231
2000-01-18,3081.5,3119.540039,2872.26001,2967.370117,2054.355469,349263504
2000-01-19,2900.790039,2900.790039,2772.399902,2824.709961,1955.5896,413611764
2000-01-20,2777.149902,3033.939941,2777.149902,2986.389893,2067.522949,348723906
2000-01-21,2900.790039,2948.350098,2796.169922,2853.23999,1975.341431,268486225
2000-01-24,2829.459961,2943.590088,2805.679932,2891.280029,2001.67749,159872994
2000-01-25,2900.790039,2900.790039,2767.639893,2805.679932,1942.414673,152303488
2000-01-26,2848.47998,2900.790039,2805.679932,2824.709961,1955.5896,129366600
2000-01-27,2834.219971,2995.899902,2834.219971,2948.350098,2041.187744,179291142
2000-01-28,3043.449951,3071.98999,2862.75,2967.370117,2054.355469,225990612
2000-01-31,2924.570068,3138.560059,2853.23999,3038.699951,2103.737793,315062676
2000-02-01,3138.560059,3186.120117,2986.389893,2995.899902,2074.106934,612915853
2000-02-02,3043.449951,3057.719971,2948.350098,3014.919922,2087.274902,213793101
2000-02-03,3062.47998,3062.47998,2972.120117,2986.389893,2067.522949,187889584
2000-02-04,3140,3140,3140,3140,2173.870117,0
2000-02-07,2919.810059,2986.389893,2900.790039,2919.810059,2021.429077,196440395
2000-02-08,2919.810059,2948.350098,2862.75,2872.26001,1988.509399,142909319
2000-02-09,2915.060059,2915.060059,2834.219971,2848.47998,1972.045898,197411713
2000-02-10,2900.790039,2900.790039,2653.51001,2658.27002,1840.360962,526501610
2000-02-11,2667.780029,2672.530029,2491.830078,2553.649902,1767.930786,411413209
2000-02-14,2439.52002,2615.469971,2425.25,2558.399902,1771.218872,261993392
2000-02-15,2558.399902,2838.969971,2558.399902,2796.169922,1935.830933,270110065
2000-02-16,2796.169922,2824.709961,2434.76001,2739.110107,1896.327637,217633054
2000-02-17,2729.600098,2824.709961,2567.909912,2572.669922,1781.098999,189285051
2000-02-18,2615.469971,2648.76001,2439.52002,2439.52002,1688.916992,235939414
2000-02-21,2387.209961,2506.090088,2301.610107,2363.429932,1636.238403,192818826
2000-02-22,2330.139893,2453.780029,2301.610107,2368.189941,1639.533936,149788661
2000-02-23,2334.899902,2705.820068,2330.139893,2615.469971,1810.72937,354767461
2000-02-24,2520.360107,2567.909912,2377.699951,2377.699951,1646.11792,171666437
2000-02-25,2330.139893,2453.780029,2254.060059,2353.919922,1629.654297,200935499
2000-02-28,2282.590088,2349.169922,2249.300049,2254.060059,1560.519897,151648443
2000-02-29,2330.139893,2358.679932,2192.23999,2244.550049,1553.936279,170318600
2000-03-01,2360,2360,2360,2360,1633.863647,0
2000-03-02,2235.040039,2377.699951,2101.889893,2244.550049,1553.936279,430023223
2000-03-03,2273.080078,2325.389893,2144.679932,2144.679932,1484.794434,248284966
2000-03-06,2168.459961,2168.459961,2106.639893,2158.949951,1494.673828,202606968
2000-03-07,2158.949951,2187.47998,2120.909912,2149.439941,1488.089844,252586711
2000-03-08,2158.949951,2330.139893,2139.929932,2201.75,1524.305176,369976708
2000-03-09,2187.47998,2239.790039,1921.180054,1921.180054,1330.062134,662368615
2000-03-10,2040.069946,2068.600098,2002.02002,2054.330078,1422.243896,509033562
2000-03-13,2054.330078,2073.350098,1954.469971,1959.219971,1356.397583,243669473
2000-03-14,1940.199951,1973.48999,1921.180054,1935.449951,1339.941406,185460134
2000-03-15,1906.910034,2116.149902,1873.630005,2040.069946,1412.37146,621210744
2000-03-16,2149.439941,2344.409912,2139.929932,2225.530029,1540.768311,787513801
2000-03-17,2225.530029,2301.610107,2135.169922,2154.189941,1491.378174,454792240
2000-03-20,2149.439941,2230.280029,2063.840088,2063.840088,1428.827637,198689209
2000-03-21,2068.600098,2111.399902,2016.290039,2073.350098,1435.411743,234142403
2000-03-22,2092.370117,2111.399902,2049.580078,2063.840088,1428.827637,241383124
2000-03-23,2059.090088,2092.370117,1949.709961,1973.48999,1366.2771,432548039
2000-03-24,2044.819946,2044.819946,1978.23999,1992.51001,1379.445068,179790575
2000-03-27,1949.709961,1997.27002,1883.140015,1911.670044,1323.478149,217861426
2000-03-28,1911.670044,1992.51001,1911.670044,1992.51001,1379.445068,201392243
2000-03-29,1959.219971,1973.48999,1921.180054,1930.689941,1336.645752,162621134
2000-03-30,1906.910034,1959.219971,1854.599976,1925.939941,1333.357422,221716415
2000-03-31,1902.160034,1949.709961,1892.650024,1906.910034,1320.182861,145133003
